PLANT,Sanskrit/Ayurvedic Names,plant part,COMPOUND,pubchem ID,Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic,cancer type,Toxicity (LD50)mg/kg,Prediction,PROTEIN TARGET,DOI NUMBER
Bixa orellana,"Sindurpushpi, Sinduri, Trishnapushpi, Sukomala, Raktabija and Karchchandha",seed,BIXIN,5281226,Molecule 898,COC(=O)C=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC(=O)O)C)C)C)C,C25H30O4,394.5,29,0,0.2,11,4,1,121.08,63.6,4.74,7.52,5.81,4.45,6.14,5.73,-6.3,1.99E-04,5.04E-07,Poorly soluble,-8.69,8.05E-07,2.04E-09,Poorly soluble,-1.61,9.57E+00,2.43E-02,Soluble,High,No,Yes,No,No,Yes,No,No,-3.37,1,1,1,0,1,0.85,0,2,3,4.53,,5600,Inactive,"sensitizes CRC cells to TNF-related apoptosis-inducing ligand- (TRAIL-) induced cell apoptosis.initiated the activation of PERK/eIF-2? signal in CaCO2 and SW480 cells, leading to endoplasmic reticulum stress-associated apoptosis. Pharmacological inhibition of AMP-activated protein kinase (AMPK) abrogated the Bixin-induced activation of protein kinase RNA-like endoplasmic reticulum kinase (PERK)/eukaryotic initiation factor 2 alpha (eIF-2?) pathway, as well as reversed the inhibitory effects of Bixin on CRC development.",doi: 10.1155/2022/9329151
Caesalpinia pulcherrima,Sidhakya,"stem, bark",PULCHERRIMIN,70698372,Molecule 899,CC(Cc1c(O)[n+](O)c(c([n+]1O)O)CC(C)C)C.[Fe].[Fe],C12H22Fe2N2O4++,370,20,6,0.67,4,4,4,69.01,88.68,-451.57,3.41,0.54,1.88,0.02,-89.14,-4.24,2.13E-02,5.75E-05,Moderately soluble,-4.95,4.13E-03,1.12E-05,Moderately soluble,-0.17,2.51E+02,6.78E-01,Soluble,High,No,Yes,No,No,No,No,No,-6.14,0,0,0,0,0,0.55,0,3,1,3.66,,830,Inactive,,
Commiphora wightii,"guggul, guggal, Bhandari  ",resin,Guggulsterone,6439929,Molecule 900,CC=C1C(=O)CC2C1(C)CCC1C2CCC2=CC(=O)CCC12C,C21H28O2,312.45,23,0,0.71,0,2,0,93.54,34.14,2.98,3.94,4.64,3.86,4.74,4.03,-4.26,1.72E-02,5.50E-05,Moderately soluble,-4.36,1.37E-02,4.40E-05,Moderately soluble,-4.58,8.14E-03,2.61E-05,Moderately soluble,High,Yes,No,No,Yes,Yes,No,No,-5.41,0,0,0,0,0,0.55,0,1,1,4.79,,2300,Inactive,"?FXR reduced ? NF-?B, ?Cyclin D1, ?Bcl-2, ?XIAP?MPP9, ?STAT3, ?FAK, ?Src, p-AKT,c-June, ?Caspase-3,?Bax. ?caudal type homeobox 2,?Cox2,?NFkB, ?FXR, ? RAR-?2, ?caspase-8,caspase-9,caspase-3?cyclin D1, ?C-myc, ?survivin, ?TCF-4, ?IKK/NF-?B, ?MAPK/AP-1, ?MMP-9 ? ?Bfl-1/A1, ?XIAP, ?cFLIP, ?Bcl-2, ?BclXL, ?survivin
 ?caspase 8, ?bid cleavage, ?cytochrome c release, ?caspase 9, ? caspase 3, ? PARP cleavage.",doi: 10.1186/s12986-017-0180-8
Cyamopsis tetragonoloba,Kshudra Shimbi Gorakshaphalini Guvara Bakuchi Dridhabija Gorakshaphalini Kshudrashimbi Vakrashimbi,seed,3-EPIKATONIC-ACID,10434225,Molecule 901,OC1CCC2(C(C1(C)C)CCC1(C2CC=C2C1(C)CCC1(C2CC(C)(CC1)C(=O)O)C)C)C,C30H48O3,456.7,33,0,0.9,1,3,2,136.65,57.53,3.78,7.49,7.23,5.82,5.85,6.04,-7.32,0.0000216,4.74E-08,Poorly soluble,-8.53,0.00000134,2.94E-09,Poorly soluble,-6.12,0.000345,0.000000755,Poorly soluble,Low,No,No,No,No,No,No,No,-3.77,1,3,0,1,1,0.85,0,1,2,6.05,,5000,Inactive/Active,,
Ephedra gerardiana,"Soma, Somlata ",plant ,EPHEDRINE,9294,Molecule 902,CNC(C(c1ccccc1)O)C,C10H15NO,165.23,12,6,0.4,3,2,2,49.79,32.26,2.25,0.93,1,1.56,1.56,1.46,-1.62,3.94,0.0239,Very soluble,-1.19,10.6,0.064,Very soluble,-2.74,0.303,0.00183,Soluble,High,Yes,No,No,No,No,No,No,-6.65,0,0,0,0,1,0.55,0,0,1,1.76,,404,Inactive,"inhibited cell proliferation and arrested SKBR3 cells at G0/G1 phases.increased the level of CD1 in SKBR3 cells. Furthermore, significant change in intracellular cAMP concentration was found in SKBR3 cells treated with ephedrine and anisodamine. The phosphorylation of PKA substrate was not activated after 48 hours of treatment with ephedrine and  anisodamine.",10.4314/ajtcam.v13i1.4
Geranium thunbergii,Ruh-e-Rugmini,leaf   ,PYROGALLOL,1057,Molecule 903,Oc1c(O)cccc1O,C6H6O3,126.11,9,6,0,0,3,3,32.51,60.69,0.97,0.52,0.8,0.18,0.43,0.58,-1.44,4.55,0.0361,Very soluble,-1.37,5.44,0.0431,Very soluble,-0.63,29.6,0.234,Soluble,High,Yes,No,No,No,No,No,Yes,-6.7,0,3,0,0,1,0.55,1,1,1,1,,300,Inactive/Active," induced S-phase arrest and attenuated the protein expression of CyclinD1, Cyclin E, Cyclin A, c-Myc, S-phase kinase-associated protein 2 (Skp2), p-AKT, PI3K, increased the protein expression of p27, and also reduced the fluorescent expression of Cyclin E in Hep3B and Huh7 cells. Furthermore, Pyrogallol disturbed the interaction between Skp2, p27, and c-Myc in Huh7 cells. Notably, Pyrogallol upregulated miRNA levels of miR-134, and conversely, miR-134 inhibition rescued the decreased expression levels of c-Myc, Cyclin E, and Cyclin D1 and increased the expression of p27 by Pyrogallol in Huh7 cells. ",doi: 10.3390/ijms20163985
Crataegus laevigata,Hawthorn,plant ,VITEXIN-RHAMNOSIDE,5488886,Molecule 904,OCC1OC(C(C(C1O)O)O)c1c(O)cc(c2c1oc(cc2=O)c1ccc(cc1)OC1OC(C)C(C(C1O)O)O)O,C27H30O14,578.52,41,16,0.44,5,14,9,137.57,239.97,2.53,-1.1,-1.73,-3.36,-1.19,-0.97,-2.69,1.17,0.00203,Soluble,-3.45,0.206,0.000356,Soluble,-1.17,39.6,0.0684,Soluble,Low,No,Yes,No,No,No,No,No,-10.61,3,4,1,1,3,0.17,0,0,1,6.35,,5000,Inactive,reduction of cell motility by inhibiting the HIF-1 pathway.decreased cell viability and cell migration via the p53–PAI1–MMP2 cascade. ind to transferrin (TF).,DOI:10.1111/nyas.13446
Filipendula ulmaria,meadowsweet,flower,SPIRAEIN,5320844,Molecule 905,OCC1OC(Oc2ccc(cc2O)c2oc3cc(O)cc(c3c(=O)c2O)O)C(C(C1O)O)O,C21H20O12,464.38,33,16,0.29,4,12,8,110.16,210.51,1.45,1.31,-0.54,-2.59,-0.59,-0.19,-3.64,0.107,0.000229,Soluble,-5.33,0.00217,0.00000466,Moderately soluble,-1.51,14.3,0.0308,Soluble,Low,No,Yes,No,No,No,No,No,-8.2,2,1,1,1,3,0.17,0,0,1,5.23,,5000,Inactive,,
Galega officinalis,goatsrue,shoot,GALEGINE,10983,Molecule 906,CC(=CCN=C(N)N)C,C6H13N3,127.19,9,0,0.5,2,1,2,39.58,64.4,1.33,0.35,0.23,0.69,-0.07,0.5,-0.72,24.4,0.192,Very soluble,-1.27,6.88,0.0541,Very soluble,-0.48,41.7,0.328,Soluble,High,No,No,No,No,No,No,No,-6.83,0,2,0,0,1,0.55,0,3,1,2.51,,112,Inactive," it was found that the Bax/Bcl-2 ratio was upregulated in both melanoma cells. An upregulation in p53 gene expression was observed in SK-MEL-5 cells, as well.",DOI: 10.22127/RJP.2022.324923.1829
Hedera helix,ivy,plant ,Linoleic-Acid,5280450,Molecule 907,CCCCCC=CCC=CCCCCCCCC(=O)O,C18H32O2,280.45,20,0,0.72,14,2,1,89.46,37.3,4.14,6.98,5.88,4.47,5.77,5.45,-5.05,0.00249,0.00000887,Moderately soluble,-7.58,0.00000742,2.64E-08,Poorly soluble,-4.67,0.00593,0.0000211,Moderately soluble,High,Yes,No,Yes,No,Yes,No,No,-3.05,1,1,1,1,1,0.85,0,1,2,3.1,,10000,Inactive/Active,conjugated linoleic acid (CLA) inhibits S14 gene expression in bovine mammary and mouse adipose tissues.FAS gene expression in human breast cancer and liposarcoma cells,doi: 10.1080/01635580802348666
Houttuynia cordata,dokudami,shoot,CEPHARANONE-B,162739,Molecule 908,COc1c(OC)cc2c3c1c1ccccc1cc3[nH]c2=O,C17H13NO3,279.29,21,16,0.12,2,3,1,83.75,51.32,2.5,3.28,3.29,2.58,4.35,3.2,-4.07,0.0238,0.0000852,Moderately soluble,-4.03,0.0259,0.0000928,Moderately soluble,-6.37,0.000119,0.000000426,Poorly soluble,High,Yes,No,Yes,No,Yes,Yes,Yes,-5.67,0,0,0,0,0,0.55,0,1,0,2.14,,NA,Inactive,,
Hydrangea arborescens,sevenbark,root ,HYDRANGIN,5281426,Molecule 909,Oc1ccc2c(c1)oc(=O)cc2,C9H6O3,162.14,12,10,0,0,3,1,44.51,50.44,1.44,1.58,1.5,1.04,1.97,1.51,-2.46,0.566,0.00349,Soluble,-2.25,0.912,0.00562,Soluble,-3.03,0.153,0.000942,Soluble,High,Yes,No,Yes,No,No,No,No,-6.17,0,1,0,0,1,0.55,0,1,1,2.56,,10000,Inactive,,
Hyoscyamus niger,Parseek yawani,shoot,HYOSCYAMINE,154417,Molecule 910,OCC(c1ccccc1)C(=O)OC1CC2CCC(C1)N2C,C17H23NO3,289.37,21,6,0.59,5,4,1,84.51,49.77,2.85,1.83,1.55,2.02,2.03,2.06,-2.67,0.621,0.00215,Soluble,-2.5,0.925,0.0032,Soluble,-2.93,0.341,0.00118,Soluble,High,Yes,No,No,No,No,Yes,No,-6.77,0,0,0,0,0,0.55,0,0,0,4.33,,380,Inactive,,
Ilex paraguariensis,Paraguayan tea,leaf,4-OXOLAURIC-ACID,5282987,Molecule 911,CCCCCCCCC(=O)CCC(=O)O,C12H22O3,214.3,15,0,0.83,10,3,1,61.77,54.37,2.42,2.91,3.17,2.16,3.1,2.75,-2.34,0.975,0.00455,Soluble,-3.71,0.0415,0.000194,Soluble,-3.24,0.123,0.000575,Soluble,High,Yes,No,No,No,No,No,No,-5.54,0,0,0,0,0,0.85,0,0,2,2.09,,NA,Inactive,,
Leonurus cardiaca,Guma,plant,LEONURIDE,6325127,Molecule 912,OCC1OC(OC2OC=CC3C2C(C)(O)CC3O)C(C(C1O)O)O,C15H24O9,348.35,24,0,0.87,3,9,6,77.67,149.07,0.8,-2.19,-2.58,-2.19,-2.66,-1.76,-0.42,132,0.378,Very soluble,-0.41,136,0.39,Very soluble,2.54,121000,348,Soluble,Low,No,Yes,No,No,No,No,No,-9.98,1,1,1,1,2,0.55,0,0,0,5.74,,2000,Inactive,"Leonurine and cisplatin combination.combined treatment elevated BAX/BCL-2 ratio, and the expression of BAX, PARP and cleaved caspase-3 proteins. Mechanistic investigations uncovered that the tumor-inhibiting effects of the co-treatment were mediated by repressing MDR, including MRP1 and P-Gp protein, thereby enhancing the efficiency of cisplatin.",doi: 10.2147/DDDT.S252112
Juglans regia," Aksot, Sailabhava, Karparala.",plant,juglone,3806,Molecule 913,O=C1C=CC(=O)c2c1c(O)ccc2,C10H6O3,174.15,13,6,0,0,3,1,46.27,54.37,1.47,1.92,1.33,0.3,1.77,1.36,-2.47,0.589,0.00338,Soluble,-2.69,0.359,0.00206,Soluble,-2.24,1.01,0.00579,Soluble,High,Yes,No,No,No,No,No,No,-6,0,1,0,0,1,0.55,1,0,1,2.31,,3,Inactive/Active,"elevated ROS levels, reduced Bcl-2 expression, increased Bax expression, decreased mitochondrial membrane potential, increased intracellular Ca2+ concentration, outer mitochondrial-membrane rupture, cytochrome c release, and caspase-3 activation . large amount of reduced nicotinamide adenine dinucleotide phosphate (NADPH) when added to rat liver microsomal preparations rich in one-electron reductases. This results in a large increase in oxygen consumption and ROS production. ",doi: 10.3390/antiox8040091
Digitalis purpurea,Teelpushpee,plant,gitoxigenin,348482,Molecule 914,OC1CCC2(C(C1)CCC1C2CCC2(C1(O)CC(C2C1=CC(=O)OC1)O)C)C,C23H34O5,390.51,28,0,0.87,1,5,3,105.92,86.99,2.71,1.6,2.58,2.73,2.55,2.43,-3.2,0.245,0.000626,Soluble,-3.04,0.358,0.000916,Soluble,-2.65,0.88,0.00225,Soluble,High,No,Yes,No,No,No,No,No,-7.55,0,0,0,0,0,0.55,0,0,1,5.7,,34,Inactive,"inhibited Na,K-ATPase activity in A549 cells, as well as in purified pig kidney and in human red blood cell membrane preparations, at nanomolar range. Moreover, results of molecular docking showed that DGX binds with high efficiency (?11.4 Kcal/mol) to the Na,K-ATPase (PDB:4HYT).",https://doi.org/10.1016/j.biopha.2017.10.128
Dipsacus fullonum,wild teasel,plant,iridoid,453214,Molecule 915,OCC1OC(OC2OC=C(C3C2C2(C=C3)C=C(C(=O)O2)CO)C(=O)OC)C(C(C1O)O)O,C20H24O12,456.4,32,0,0.6,6,12,5,100.05,181.44,1.99,-1.61,-2.77,-2.04,-2.31,-1.35,-1.26,25.1,0.055,Very soluble,-1.69,9.3,0.0204,Very soluble,1.77,27100,59.4,Soluble,Low,No,No,No,No,No,No,No,-10.23,1,1,1,1,2,0.11,0,2,1,6.45,,2000,Inactive," inhibition of the expression of multiple important proinflammatory proteins, thereby exhibiting a variety of anti-inflammatory actions slow cancer progression through the down-regulation of the PI3K-Akt signaling pathway in HCT116, inhibition of TGF-?1-induced cell migration in colon cancer, and reduction of the expression of cyclin D1 in human solid tumor cell lines",doi: 10.3390/cancers15030770
Passiflora incarnata,Vidari,plant ,PASSIFLORINE,5281404,Molecule 916,Cc1nccc2c1[nH]c1c2cccc1,C12H10N2,182.22,14,13,0.08,0,1,1,58.57,28.68,1.75,3.28,3.02,1.9,3.53,2.7,-3.72,0.0345,0.000189,Soluble,-3.56,0.0505,0.000277,Soluble,-4.97,0.00194,0.0000106,Moderately soluble,High,Yes,Yes,Yes,No,No,No,Yes,-5.08,0,0,0,0,1,0.55,0,0,1,1.5,,1000,Inactive,,
Cynara cardunculus,"Cardoon, Hathichuk",leaves and flowers,cynaropicrin ,119093,Molecule 917,OCC(=C)C(=O)OC1CC(=C)C2C(C3C1C(=C)C(=O)O3)C(=C)C(C2)O,C19H22O6,346.37,25,0,0.47,4,6,2,90.1,93.06,2.46,0.64,1.06,1.49,2.06,1.54,-2.13,2.59,0.00747,Soluble,-2.17,2.34,0.00677,Soluble,-1.97,3.75,0.0108,Soluble,High,No,No,No,No,No,No,No,-7.96,0,0,0,0,0,0.55,0,3,0,4.7,,452,Inactive,"induction of PKC? cleavage, cynaropicrin induced cytotoxicity against H1975 and H460 cells in a concentration-dependent manner.",http://www.tjpr.org http://dx.doi.org/10.4314/tjpr.v20i4.8
Conium maculatum,hemlock,plant,CONHYDRINE,10314,Molecule 918,CCC(C1CCCCN1)O,C8H17NO,143.23,10,0,1,2,2,2,46.33,32.26,2.09,0.98,0.52,0.9,1.37,1.17,-1.21,8.76,0.0612,Very soluble,-1.25,8.14,0.0568,Very soluble,-1.33,6.7,0.0468,Soluble,High,Yes,No,No,No,No,No,No,-6.48,0,1,0,0,1,0.55,0,0,1,2.12,,3500,Inactive,,
Corchorus olitorius,Mahachanchu,,chlorogenic acid (CGA) ,1794427,Molecule 919,O=C(OC1CC(O)(CC(C1O)O)C(=O)O)C=Cc1ccc(c(c1)O)O,C16H18O9,354.31,25,6,0.38,5,9,6,83.5,164.75,0.96,-0.42,-0.75,-1.05,-0.61,-0.38,-1.62,8.5,0.024,Very soluble,-2.58,0.942,0.00266,Soluble,0.4,894,2.52,Soluble,Low,No,No,No,No,No,No,No,-8.76,1,1,1,1,2,0.11,1,2,1,4.16,,NA,Inactive,"CGA inhibited EGFR/PI3K/mTOR, HIF, VEGF pathways and MAPK/ERK pathway that may suppress tumor cell growth. Furthermore, CGA induced intracellular DNA damage and topoisomerase I- and II-DNA complexes formation that plays a key role in apoptosis.",doi: 10.1177/2515690X18789628
Convallaria majalis,,whole plant,spirostanol,67723410,Molecule 920,CC1CCC2(OC1)OC1C(C2C)C2(C(C1)C1CCC3C(C1CC2)(C)C(O)CCC3)C,C27H44O3,416.64,30,0,1,0,3,1,122.07,38.69,4.44,6.68,5.79,5.08,4.3,5.26,-6.63,0.0000973,0.000000234,Poorly soluble,-7.3,0.0000211,5.06E-08,Poorly soluble,-4.51,0.0129,0.000031,Moderately soluble,High,Yes,No,No,No,No,No,No,-4.1,1,2,0,0,1,0.55,0,0,2,6.88,,NA,Inactive,dual suppressors of EGFR and HER2. ,doi: 10.3390/ph16050704
Artemisia herba-alba,white wormwood,plant,VICENIN-2,442664,Molecule 921,OCC1OC(C(C(C1O)O)O)c1c(O)c(C2OC(CO)C(C(C2O)O)O)c(c2c1oc(cc2=O)c1ccc(cc1)O)O,C27H30O15,594.52,42,16,0.44,5,15,11,139.23,271.2,1.27,-2.26,-3.04,-4.51,-1.8,-2.07,-2.05,5.25,0.00883,Soluble,-2.9,0.746,0.00126,Soluble,-0.27,319,0.536,Soluble,Low,No,No,No,No,No,No,No,-11.53,3,4,1,1,4,0.17,0,0,1,6.4,,832,Inactive/Active,"inhibited the STAT3 protein expression even in the presence of IL-6 and EGF induction. Vicenin-2 pretreated cells shown increased phosphorylation of STAT3 protein when treated with pervandate and SHP1-siRNA respectively. decreased the expression of STAT3 regulated protein JAK1, JAK2, AKT and also increased the apoptotic proteins procaspase3, PARP. It significantly decreased the levels of antiapoptotic proteins Bcl2, Bclxl, Mcl1, survivig, cell regulatory protein cyclinD1 and angiogenic protein VEGF. ",https://doi.org/10.1016/j.jff.2020.103921
Stachytarpheta jamaicensis,Kariyartharani,,indole 3 acetic acid,802,Molecule 922,OC(=O)Cc1c[nH]c2c1cccc2,C10H9NO2,175.18,13,9,0.1,2,2,2,49.84,53.09,1.01,1.41,1.79,1.11,2.21,1.51,-2.19,1.12,0.00639,Soluble,-2.13,1.3,0.00743,Soluble,-3.06,0.153,0.000875,Soluble,High,Yes,No,No,No,No,No,No,-6.37,0,0,0,0,1,0.85,0,0,1,1.45,,1200,Inactive,"decreases the expression of tumor necrosis factor ? (TNF?), which is implicated in the pathogenesis of colorectal cancer (CRC). The present study aimed to determine IAA involvement in the proliferation of CRC-derived Caco-2 cells. Cell proliferation was suppressed by IAA, whereas IAA-induced aryl hydrocarbon receptor activation had no impact. IAA activated extracellular signal-related (ERK) and c-Jun N-terminal (JNK) kinases, but not p38. Toll-like receptor 4 (TLR4) may be required to activate ERK and JNK, but only the TLR4-JNK pathway might elicit the anti-proliferative effects of IAA. ",https://doi.org/10.1093/bbb/zbad055
Strychnos nux-vomica,"Kupilu, Rasyaphala",seed,Brucine,442021,Molecule 923,COc1cc2c(cc1OC)N1C3C42CCN2C4CC4C3C(CC1=O)OCC=C4C2,C23H26N2O4,394.46,29,6,0.61,2,5,0,114.04,51.24,3,0.98,1.35,2.04,1.84,1.84,-2.92,0.47,0.00119,Soluble,-1.64,8.95,0.0227,Very soluble,-3.61,0.0966,0.000245,Soluble,High,Yes,No,No,No,No,Yes,No,-8.01,0,0,0,0,0,0.55,0,1,1,5.44,,150,Inactive,"significantly reduced the ?-fetoprotein (AFP) secretion of tumor cells (Bru-NP-MAb vs. the other groups; P<0.05). The brucine concentration of tumor tissues in the brucine immuno-nanoparticles group was significantly increased compared with that of the brucine nanoparticles group (Bru-NP-MAb vs. Bru-NP group or brucine group; P<0.05). The brucine immuno-nanoparticles were able to inhibit tumor growth and cluster of differentiation 34 expression and angiogenesis of tumor tissues, and induce the apoptosis of tumor cells",doi: 10.3892/ol.2018.8168
Symphytum officinale,black root,leaf,ALLANTOIN,204,Molecule 924,NC(=O)NC1NC(=O)NC1=O,C4H6N4O3,158.12,11,0,0.25,2,3,4,39.55,113.32,-0.28,-2.17,-2.94,-1.85,-2.03,-1.85,0.68,755,4.77,Highly soluble,0.32,331,2.09,Highly soluble,0.01,162,1.02,Soluble,Low,No,No,No,No,No,No,No,-8.81,0,4,0,0,3,0.55,0,1,1,2.42,,2600,Inactive,"Protein expression of SIRT1 and Nrf2 were upregulated and SOD, CAT, and GSH levels increased and lipid peroxidation decreased.","doi: 10.4103/1735-5362.327511
"
Cydonia oblonga,"common quince,",seed,ALDOBIONIC-ACID,70680285,Molecule 925,OC1OC(COC2OC(C(=O)O)C(C(C2O)O)O)C(C(C1O)O)O,C12H20O12,356.28,24,0,0.92,4,12,8,68.73,206.6,0.04,-4.49,-5.3,-4.45,-4.83,-3.81,1.04,3940,11.1,Highly soluble,0.77,2100,5.88,Highly soluble,4.72,18500000,52000,Soluble,Low,No,Yes,No,No,No,No,No,-11.66,2,1,1,1,4,0.11,0,0,1,5.23,,NA,Inactive,,
Datura stramonium,Umatta-virkshaha,leaf extract,Dinoxin B,51041991,Molecule 926,OCC(C1CCC2C1(C)C(O)CC1C2CC=C2C1(C)C(=O)C=CC2)C1CC(=C(C(=O)O1)COC1OC(CO)C(C(C1O)O)O)C,C34H48O11,632.74,45,0,0.76,7,11,6,161.55,183.21,3.41,0.9,0.94,0.31,1.4,1.39,-3.87,0.0858,0.000136,Soluble,-4.33,0.0294,0.0000465,Moderately soluble,-1.69,12.8,0.0203,Soluble,Low,No,Yes,No,No,No,No,No,-9.52,3,3,1,1,4,0.17,0,1,1,7.64,,590,Inactive,"Dinoxin B (1) and its aglycone (2) exhibited submicromolar IC50 values against multiple human cancer cell lines. Among the most sensitive were several breast cancer cell lines
",doi:10.1021/np1004714
Cichorium intybus,kasani,plant ,"Magnolialide,",636954,Molecule 927,CC1=C2C3OC(=O)C(=C)C3CCC2(C(CC1)O)C,C15H20O3,248.32,18,0,0.67,0,3,1,69.12,46.53,2.4,1.56,2.36,2.47,2.73,2.3,-2.36,1.08,0.00434,Soluble,-2.15,1.77,0.00713,Soluble,-2.69,0.501,0.00202,Soluble,High,Yes,No,No,No,No,No,No,-6.71,0,0,0,0,0,0.55,0,2,1,4.4,,NA,Inactive,,
Cinchona pubescens,Kunayana,bark,CINCHONAIN-IA,442675,Molecule 928,O=C1Oc2cc(O)c3c(c2C(C1)c1ccc(c(c1)O)O)OC(C(C3)O)c1ccc(c(c1)O)O,C24H20O9,452.41,33,18,0.21,2,9,6,115.19,156.91,1.57,2.24,2.37,0.98,2.03,1.84,-4.33,0.0213,0.000047,Moderately soluble,-5.17,0.00305,0.00000675,Moderately soluble,-4.19,0.029,0.0000641,Moderately soluble,Low,No,No,No,No,No,No,No,-7.47,1,0,1,1,2,0.55,1,2,1,4.48,,NA,Inactive, anti-inflammatory activity by inhibiting interleukin-1?,https://doi.org/10.3390/pharmaceutics15051537
Matricaria recutita,karpurapuspa,plant,MATRICARIN,3083923,Molecule 929,CC(=O)OC1CC(=C2C(C3C1C(C)C(=O)O3)C(=CC2=O)C)C,C17H20O5,304.34,22,0,0.59,2,5,0,79.31,69.67,2.21,1.22,1.96,1.92,2.19,1.9,-2.36,1.32,0.00433,Soluble,-2.28,1.6,0.00524,Soluble,-2.52,0.921,0.00303,Soluble,High,Yes,No,No,No,No,No,No,-7.29,0,0,0,0,0,0.55,0,1,0,4.74,,125,Inactive,,
Melia azedarach,"Ramyaka, Dreka",bark,MELIATOXIN-A-1,157022,Molecule 930,CCC(C(=O)OC1OCC23C(C1(C)C(OC(=O)C)C(C2O)OC(=O)C)CC(C1(C3C(=O)CC2(C31OC3CC2c1ccoc1)C)C)O)C,C35H46O12,658.73,47,5,0.77,9,12,2,162.75,171.33,3.7,2.23,3.06,1.24,3.53,2.75,-4.81,0.0101,0.0000154,Moderately soluble,-5.46,0.00227,0.00000344,Moderately soluble,-4.81,0.0103,0.0000156,Moderately soluble,Low,No,Yes,No,No,No,No,No,-8.73,2,3,1,1,3,0.17,0,2,2,8,,NA,Inactive,,
Menyanthes trifoliata,buck-bean,plant ,MELIATIN,87691,Molecule 931,OCC1OC(OC2OC=C(C3C2C(C)C(C3)O)C(=O)OC)C(C(C1O)O)O,C17H26O10,390.38,27,0,0.82,5,10,5,87.37,155.14,1.52,-1.39,-2.15,-1.76,-2.19,-1.19,-1.05,34.4,0.0882,Very soluble,-1.37,16.8,0.043,Very soluble,1.92,32600,83.6,Soluble,Low,No,Yes,No,No,No,No,No,-9.67,0,1,1,1,1,0.11,0,0,1,5.77,,2000,Inactive,,
Mercurialis annua,,root,MERCURIALIN,6329,Molecule 932,CN,CH5N,31.06,2,0,1,0,1,1,9.63,26.02,0.77,-0.71,-0.43,-0.87,-0.73,-0.39,0.41,80.7,2.6,Highly soluble,0.64,135,4.36,Highly soluble,0.39,76.6,2.47,Soluble,Low,No,No,No,No,No,No,No,-6.99,0,4,0,0,3,0.55,0,0,1,1,,100,Inactive,,
Morus alba,Panasam,plant ,ALBANIN-F,5830135,Molecule 933,CC(=CCc1c(oc2c(c1=O)c(O)cc(c2C1C=C(C)CC(C1C(=O)c1ccc(cc1O)O)c1ccc(cc1O)O)O)c1ccc(cc1O)O)C,C40H36O11,692.71,51,28,0.2,7,11,8,193.25,209.12,2.57,7.3,7.33,1.59,5.96,4.95,-8.68,0.00000145,2.10E-09,Poorly soluble,-11.52,2.10E-09,3.03E-12,Insoluble,-8.46,0.00000239,3.45E-09,Poorly soluble,Low,No,No,No,No,No,No,No,-5.34,3,4,1,2,5,0.17,0,1,2,6.36,,3000,Inactive,,
Nasturtium officinale,Chhuch,plant ,GLUCONASTURTIIN,656555,Molecule 934,OCC1OC(SC(=NOS(=O)(=O)O)CCc2ccccc2)C(C(C1O)O)O,C15H21NO9S2,423.46,27,6,0.53,8,10,5,96.38,199.79,1.17,0.08,0.37,-1.39,-1.35,-0.23,-2.15,2.98,0.00704,Soluble,-3.83,0.0627,0.000148,Soluble,-0.48,139,0.328,Soluble,Low,No,Yes,No,No,No,No,No,-8.83,0,0,1,1,1,0.11,0,4,2,5.42,,2000,Inactive," time-dependent G2/M phase arrest, with reduction of 82% and 93% in HepG2 and MCF-7 cell lines, respectively. subsequent expression of caspase-3/7 and -9 in both cells demonstrating mitochondrial-associated cell death",doi: 10.3390/molecules25051240
Nerium oleander,"Hayamaaraka, Harapriya",leaf   ,NERITALOSIDE,44566654,Molecule 935,COC1C(O)C(OC2CCC3(C(C2)CCC2C3CCC3(C2(O)CC(C3C2=CC(=O)OC2)OC(=O)C)C)C)OC(C1O)C,C32H48O10,592.72,42,0,0.88,6,10,3,151.61,140.98,3.85,1.96,2.65,1.69,2.09,2.45,-4.35,0.0263,0.0000443,Moderately soluble,-4.55,0.0169,0.0000285,Moderately soluble,-2.73,1.1,0.00185,Soluble,Low,No,Yes,No,No,No,No,No,-8.52,1,3,1,1,0,0.55,0,2,1,7.34,,52,Inactive,,
